genus_taxid,genus_name,n_samples_present,pct_samples_present
155862,Methanothermococcus,16,3.6613
299261,Tateyamaria,16,3.6613
156885,Thioflavicoccus,16,3.6613
5569,Cenococcum,16,3.6613
1436289,Candidatus Symbiobacter,15,3.4325
57739,Vogesella,15,3.4325
347533,Zobellella,15,3.4325
44011,Ferrimonas,15,3.4325
2678529,Kineobactrum,15,3.4325
2893022,Flagellatimonas,15,3.4325
1433986,Actibacterium,15,3.4325
364409,Granulibacter,15,3.4325
111830,Defluviicoccus,15,3.4325
1231242,Ferrovibrio,15,3.4325
518733,Microterricola,15,3.4325
2767879,Companilactobacillus,15,3.4325
253238,Ethanoligenens,15,3.4325
1763521,Paludisphaera,15,3.4325
1656823,Halanaeroarchaeum,15,3.4325
2160,Methanobacterium,15,3.4325
34372,Blumeria,15,3.4325
311181,Denitratisoma,15,3.4325
3050722,Algicella,15,3.4325
2766734,Faecalibacter,15,3.4325
367188,Haladaptatus,15,3.4325
29907,Sporothrix,15,3.4325
1851509,Naganishia,15,3.4325
5740,Giardia,15,3.4325
398041,Flavisolibacter,15,3.4325
2179,Methanothermus,15,3.4325
2948762,Ichnoviriform,15,3.4325
404,Methylobacillus,15,3.4325
1692042,Sulfurifustis,15,3.4325
2766927,Persicimonas,15,3.4325
1825023,Candidatus Nitrosotenuis,15,3.4325
943,Ehrlichia,15,3.4325
286801,Segniliparus,15,3.4325
1742991,Pseudoglutamicibacter,15,3.4325
2888818,Pengzhenrongella,15,3.4325
2675232,Neobacillus,15,3.4325
2675233,Metabacillus,15,3.4325
241421,Crinalium,15,3.4325
1218,Prochlorococcus,15,3.4325
290425,Advenella,15,3.4325
158483,Cedecea,15,3.4325
776,Coxiella,15,3.4325
2738399,Parasedimentitalea,15,3.4325
2433,Roseobacter,15,3.4325
1433402,Glycocaulis,15,3.4325
978,Cytophaga,15,3.4325
123,Pirellula,15,3.4325
44,Melittangium,15,3.4325
458032,Chloracidobacterium,15,3.4325
48558,Pyricularia,15,3.4325
28581,Allomyces,15,3.4325
40272,Roseolovirus,15,3.4325
1003337,Angomonas,15,3.4325
1486720,Methylomarinovum,15,3.4325
229219,Blastomyces,15,3.4325
1549750,Lomentospora,15,3.4325
2251,Haloferax,15,3.4325
1100891,Paenalcaligenes,14,3.2037
626,Xenorhabdus,14,3.2037
2828366,Caldichromatium,14,3.2037
3029205,Abyssibius,14,3.2037
2029,Kibdelosporangium,14,3.2037
2913367,Spiractinospora,14,3.2037
908623,Euzebya,14,3.2037
1470540,Jeotgalibaca,14,3.2037
648800,Solibacillus,14,3.2037
332157,Larkinella,14,3.2037
294702,Proteiniphilum,14,3.2037
256319,Chlorobaculum,14,3.2037
127,Isosphaera,14,3.2037
935200,Sulfuricella,14,3.2037
146918,Salinibacter,14,3.2037
376170,Haloplanus,14,3.2037
649461,Lacibacter,14,3.2037
3062336,Parasphaerochaeta,14,3.2037
4769,Saprolegnia,14,3.2037
2662752,Kalamiella,14,3.2037
1030,Thiothrix,14,3.2037
2944152,Wujia,14,3.2037
2905967,Candidatus Minimicrobia,14,3.2037
2892997,Candidatus Viadribacter,14,3.2037
1742990,Paeniglutamicibacter,14,3.2037
207244,Anaerostipes,14,3.2037
3025755,Thomasclavelia,14,3.2037
669357,Geminocystis,14,3.2037
748770,Dolichospermum,14,3.2037
159191,Nodularia,14,3.2037
1005038,Fimbriimonas,14,3.2037
637,Arsenophonus,14,3.2037
305899,Endozoicomonas,14,3.2037
361106,Desulfoglaeba,14,3.2037
577309,Paraprevotella,14,3.2037
37236,Amauroascus,14,3.2037
71,Simonsiella,14,3.2037
73778,Methylocaldum,14,3.2037
2709685,Parasphingorhabdus,14,3.2037
221065,Kordia,14,3.2037
75984,Mannheimia,14,3.2037
94642,Besnoitia,14,3.2037
2806252,Haloglomus,14,3.2037
1073986,Halobellus,14,3.2037
224471,Burkholderiales genera incertae sedis,13,2.9748
96,Gallionella,13,2.9748
35798,Nitrosospira,13,2.9748
85073,Thermochromatium,13,2.9748
1160973,Auritidibacter,13,2.9748
203133,Propionimicrobium,13,2.9748
2912996,Changpingibacter,13,2.9748
28263,Arcanobacterium,13,2.9748
76632,Thermobacillus,13,2.9748
2834348,Caproicibacterium,13,2.9748
33042,Coprococcus,13,2.9748
1013,Weeksella,13,2.9748
2715289,Amniculibacterium,13,2.9748
2674996,Tellurirhabdus,13,2.9748
168934,Thalassospira,13,2.9748
212742,Morococcus,13,2.9748
1295378,Methylogaea,13,2.9748
1237,Piscirickettsia,13,2.9748
2661800,Georhizobium,13,2.9748
1676651,Limnochorda,13,2.9748
2857076,Anthocerotibacter,13,2.9748
1524214,Vulgatibacter,13,2.9748
311453,Anncaliia,13,2.9748
10375,Lymphocryptovirus,13,2.9748
63265,Sporisorium,13,2.9748
35089,Gregarina,13,2.9748
568,Hafnia,13,2.9748
235572,Candidatus Portiera,13,2.9748
390876,Nisaea,13,2.9748
1348911,Coprobacter,13,2.9748
1860196,Pseudobacter,13,2.9748
2094023,Glaesserella,13,2.9748
138,Borrelia,13,2.9748
1051,Ectothiorhodospira,13,2.9748
1161127,Murdochiella,13,2.9748
146825,Halorhabdus,13,2.9748
644652,Gordonibacter,13,2.9748
2126548,Miniphocaeibacter,13,2.9748
1848399,Crassaminicella,13,2.9748
1152,Pseudanabaena,13,2.9748
2680021,Ephemeroptericola,13,2.9748
579,Kluyvera,13,2.9748
1649479,Permianibacter,13,2.9748
436357,Thalassococcus,13,2.9748
332102,Fluviicola,13,2.9748
1379908,Rufibacter,13,2.9748
246875,Algoriphagus,13,2.9748
354354,Niastella,13,2.9748
1874621,Panacibacter,13,2.9748
2836216,Phnomibacter,13,2.9748
379899,Niabella,13,2.9748
2789201,Candidatus Velamenicoccus,13,2.9748
115782,Trichlorobacter,13,2.9748
45654,Desulfonema,13,2.9748
1644057,Salinigranum,13,2.9748
1911573,Haloprofundus,13,2.9748
1826864,Candidatus Nitrosocosmicus,13,2.9748
181083,Chlorovirus,13,2.9748
181086,Prymnesiovirus,13,2.9748
334107,Conchiformibius,13,2.9748
2698688,Paraflavitalea,13,2.9748
51668,Tetragenococcus,13,2.9748
102231,Gloeocapsa,13,2.9748
1542963,Halapricum,13,2.9748
687333,Gammatorquevirus,13,2.9748
2249,Halococcus,13,2.9748
1866954,Varunaivibrio,13,2.9748
82800,Desemzia,13,2.9748
5583,Exophiala,13,2.9748
1778601,Apibacter,13,2.9748
10379,Rhadinovirus,13,2.9748
2778525,Profundibacter,13,2.9748
2946836,Bracoviriform,13,2.9748
2767889,Loigolactobacillus,13,2.9748
74032,Antarctobacter,13,2.9748
2237,Haloarcula,13,2.9748
1450140,Halohasta,13,2.9748
2560196,Orthotospovirus,13,2.9748
2890311,Klebsiella/Raoultella group,12,2.746
1860077,Sulfuriflexus,12,2.746
2650549,Hydrocarboniclastica,12,2.746
349742,Sedimenticola,12,2.746
274591,Hoeflea,12,2.746
320496,Neoasaia,12,2.746
178440,Opitutus,12,2.746
570266,Methanocella,12,2.746
1193503,Gilliamella,12,2.746
2733,Symbiobacterium,12,2.746
28070,Gloeothece,12,2.746
1129704,Kyrpidia,12,2.746
33870,Coriobacterium,12,2.746
246861,Grimontia,12,2.746
2115980,Candidatus Phycorickettsia,12,2.746
291183,Lacinutrix,12,2.746
218207,Desulfatibacillum,12,2.746
230666,Chitinibacter,12,2.746
1392389,Intestinimonas,12,2.746
2591381,Dysosmobacter,12,2.746
1511808,Alphapartitivirus,12,2.746
13075,Globicatella,12,2.746
236752,Fastidiosipila,12,2.746
1505652,Terrisporobacter,12,2.746
2743582,Peptacetobacter,12,2.746
102234,Cyanobacterium,12,2.746
233191,Caldilinea,12,2.746
1565532,Rouxiella,12,2.746
2893036,Venatoribacter,12,2.746
187492,Thalassolituus,12,2.746
630749,Spongiibacter,12,2.746
541,Zymomonas,12,2.746
1759396,Marivivens,12,2.746
2613960,Pseudopuniceibacterium,12,2.746
2846749,Pacificitalea,12,2.746
225842,Formosa,12,2.746
290174,Aquimarina,12,2.746
319458,Leadbetterella,12,2.746
390846,Echinicola,12,2.746
396811,Fulvivirga,12,2.746
2812019,Pseudocnuella,12,2.746
1742983,Occallatibacter,12,2.746
1073987,Halorientalis,12,2.746
1623304,Moineauvirus,12,2.746
1769729,Hathewaya,12,2.746
2943291,Pseudemcibacter,12,2.746
1177214,Candidatus Profftia,12,2.746
118747,Bulleidia,12,2.746
1172428,Thermotomaculum,12,2.746
2944193,Simiaoa,12,2.746
252356,Maribacter,12,2.746
106146,Pelistega,12,2.746
1182780,Magnetospira,12,2.746
299566,Adhaeribacter,12,2.746
1579506,Roseimaritima,12,2.746
134813,Natronorubrum,12,2.746
28228,Colwellia,12,2.746
417127,Zunongwangia,12,2.746
3056835,Halorarius,12,2.746
346673,Coccolithovirus,12,2.746
63742,Natrialba,12,2.746
1941236,Gemykibivirus,12,2.746
1448052,Globisporangium,11,2.5172
16,Methylophilus,11,2.5172
1227,Nitrosococcus,11,2.5172
2035712,Guyparkeria,11,2.5172
335927,Thalassobius,11,2.5172
43673,Jonesia,11,2.5172
1221880,Psychrobacillus,11,2.5172
1508657,Ruminiclostridium,11,2.5172
28895,Thermoanaerobacterium,11,2.5172
574697,Butyricimonas,11,2.5172
376469,Olivibacter,11,2.5172
2773294,Desulfolutivibrio,11,2.5172
2910589,Geotalea,11,2.5172
202746,Sulfurimonas,11,2.5172
2222,Methanothrix,11,2.5172
2948764,Immutovirus,11,2.5172
184923,Methylocapsa,11,2.5172
2767893,Lentilactobacillus,11,2.5172
1329200,Fictibacillus,11,2.5172
490731,Kwoniella,11,2.5172
242060,Cystoisospora,11,2.5172
2937410,Gymnodinialimonas,11,2.5172
2862745,Pseudobdellovibrio,11,2.5172
104264,Cellulophaga,11,2.5172
1101,Prosthecochloris,11,2.5172
158851,Trabulsiella,11,2.5172
358023,Lutibacter,11,2.5172
288793,Salinimonas,11,2.5172
2822114,Chlamydiifrater,11,2.5172
1747770,Egibacter,11,2.5172
2893056,Halalkalibacter,11,2.5172
329857,Cohnella,11,2.5172
2689587,Suicoccus,11,2.5172
2767886,Levilactobacillus,11,2.5172
365348,Pelosinus,11,2.5172
114627,Alkaliphilus,11,2.5172
2060094,Aminipila,11,2.5172
1905344,Ruthenibacterium,11,2.5172
2944195,Qiania,11,2.5172
28050,Lachnospira,11,2.5172
54304,Planktothrix,11,2.5172
111782,Tolypothrix,11,2.5172
499,Thermomicrobium,11,2.5172
303379,Herminiimonas,11,2.5172
1229970,Glaciimonas,11,2.5172
2872156,Methyloradius,11,2.5172
416212,Ferrovum,11,2.5172
1903434,Atlantibacter,11,2.5172
437504,Granulosicoccus,11,2.5172
129577,Oceanimonas,11,2.5172
1248727,endosymbiont of unidentified scaly snail isolate Monju,11,2.5172
227292,Sinorhizobium/Ensifer group,11,2.5172
532,Beijerinckia,11,2.5172
111500,Muricauda,11,2.5172
312278,Emticicia,11,2.5172
273135,Candidatus Cardinium,11,2.5172
29548,Rhodothermus,11,2.5172
1382832,Telmatocola,11,2.5172
3050007,Fontisphaera,11,2.5172
658061,Candidatus Koribacter,11,2.5172
146784,Bacteriovorax,11,2.5172
5036,Histoplasma,11,2.5172
1980514,Halodesulfurarchaeum,11,2.5172
2765402,Natrarchaeobaculum,11,2.5172
184431,Coprinopsis,11,2.5172
1699375,Natribaculum,11,2.5172
1763447,Halosiccatus,11,2.5172
59195,Rickettsiella,11,2.5172
2569097,Anaerobutyricum,11,2.5172
2842531,Solibaculum,11,2.5172
36853,Desulfitobacterium,11,2.5172
1620790,Halotia,11,2.5172
5658,Leishmania,11,2.5172
198346,Candidatus Baumannia,11,2.5172
3047433,Maliibacterium,11,2.5172
1263978,Candidatus Endolissoclinum,11,2.5172
1977639,Klosneuvirus,11,2.5172
1433993,Chryseolinea,11,2.5172
1209988,Halopenitus,11,2.5172
2045213,Candidatus Fonsibacter,11,2.5172
2492674,Phanerodontia,11,2.5172
105767,Tremella,11,2.5172
332246,Halalkalicoccus,11,2.5172
1075397,Halolamina,11,2.5172
3065677,Natrononativus,11,2.5172
203135,Halomicrobium,11,2.5172
1269201,Salinarchaeum,11,2.5172
70110,Penicilliopsis,10,2.2883
159345,Roseibacterium,10,2.2883
1433997,Diaminobutyricimonas,10,2.2883
1184606,Austwickia,10,2.2883
2888879,Nanchangia,10,2.2883
489909,Nosocomiicoccus,10,2.2883
2943286,Sideroxyarcus,10,2.2883
2847769,Aequoribacter,10,2.2883
2911469,Sulfuriroseicoccus,10,2.2883
447020,Adlercreutzia,10,2.2883
1190,Fischerella,10,2.2883
2828338,Croceimicrobium,10,2.2883
1649474,Nibribacter,10,2.2883
249585,Whispovirus,10,2.2883
2675231,Mesobacillus,10,2.2883
359337,Marinimicrobium,10,2.2883
2425,Teredinibacter,10,2.2883
444051,Mesoflavibacter,10,2.2883
261827,Algibacter,10,2.2883
49277,Psychroserpens,10,2.2883
354349,Pseudochrobactrum,10,2.2883
529881,Aquiluna,10,2.2883
1380,Atopobium,10,2.2883
182709,Oceanobacillus,10,2.2883
2893057,Shouchella,10,2.2883
2767881,Fructilactobacillus,10,2.2883
44258,Caloramator,10,2.2883
946234,Flavonifractor,10,2.2883
1501226,Romboutsia,10,2.2883
208447,Oceanithermus,10,2.2883
1810868,Mycoavidus,10,2.2883
2593687,Aquella,10,2.2883
292486,Avibacterium,10,2.2883
1621534,Paraglaciecola,10,2.2883
58050,Moritella,10,2.2883
762296,Methylovulum,10,2.2883
153497,Kozakia,10,2.2883
2723,Hirschia,10,2.2883
153265,Aequorivita,10,2.2883
292691,Christiangramia,10,2.2883
3051458,Chondrinema,10,2.2883
346096,Paludibacter,10,2.2883
2518495,Duncaniella,10,2.2883
2349,Haliscomenobacter,10,2.2883
2489367,Cyclonatronum,10,2.2883
2913022,Mucisphaera,10,2.2883
2951993,Alloacidobacterium,10,2.2883
5159,Ophiostoma,10,2.2883
4919,Pichia,10,2.2883
76833,Actinobaculum,10,2.2883
2712688,Salaquimonas,10,2.2883
456492,Saccharibacillus,10,2.2883
293431,Haloquadratum,10,2.2883
158481,Hahella,10,2.2883
1506577,Tyzzerella,10,2.2883
268175,Chondrocystis,10,2.2883
121871,Haloterrigena,10,2.2883
2760873,Tenuifilum,10,2.2883
2993618,Halosolutus,10,2.2883
649460,Filimonas,10,2.2883
1381133,Candidatus Profftella,10,2.2883
119541,Rhodobaca,10,2.2883
2316020,Mediterraneibacter,10,2.2883
1377992,Halovenus,10,2.2883
1075398,Salarchaeum,10,2.2883
2917705,Natranaeroarchaeum,10,2.2883
2678343,Halalkaliarchaeum,10,2.2883
60846,Halogeometricum,10,2.2883
2907493,Halocatena,10,2.2883
2853332,Peteryoungia,9,2.0595
2892397,Pusillibacter,9,2.0595
54298,Chroococcidiopsis,9,2.0595
155977,Acaryochloris,9,2.0595
455076,Rhodocytophaga,9,2.0595
213485,Micavibrio,9,2.0595
4753,Pneumocystis,9,2.0595
1608298,Thiolapillus,9,2.0595
44474,Pleurocapsa,9,2.0595
59735,Bergeyella,9,2.0595
2795783,Pirellulimonas,9,2.0595
453229,Desulfarculus,9,2.0595
3029078,Aminithiophilus,9,2.0595
2162630,Salinirubellus,9,2.0595
1537406,Bacterioplanes,9,2.0595
1579505,Rubripirellula,9,2.0595
508459,Cloacibacillus,9,2.0595
898,Desulfomicrobium,9,2.0595
1474867,Aureococcus anophagefferens virus,9,2.0595
2675795,Enterobacteriaceae endosymbiont of Plateumaris pusilla,9,2.0595
1099,Pelodictyon,9,2.0595
1107,Chloroflexus,9,2.0595
2919589,Vaginimicrobium,9,2.0595
2893576,Allosaccharopolyspora,9,2.0595
2039639,Candidatus Nanopelagicus,9,2.0595
28048,Acidothermus,9,2.0595
1906945,Parageobacillus,9,2.0595
1609627,Hydrogenibacillus,9,2.0595
55079,Aneurinibacillus,9,2.0595
2767892,Secundilactobacillus,9,2.0595
2093783,Methylomusa,9,2.0595
1434026,Oceanirhabdus,9,2.0595
1849822,Paraclostridium,9,2.0595
2886347,Allocoleopsis,9,2.0595
1142,Synechocystis,9,2.0595
155493,Gallibacterium,9,2.0595
459520,Neptuniibacter,9,2.0595
1518149,Thalassotalea,9,2.0595
135575,Idiomarina,9,2.0595
43947,Tolumonas,9,2.0595
1217416,Halioglobus,9,2.0595
254245,Aquicella,9,2.0595
2486578,Rickettsiales endosymbiont of Stachyamoeba lipophora,9,2.0595
83612,Psychroflexus,9,2.0595
336276,Olleya,9,2.0595
1649495,Seonamhaeicola,9,2.0595
1649482,Pseudopedobacter,9,2.0595
2321114,Malaciobacter,9,2.0595
286130,Sulfuricurvum,9,2.0595
2807414,Anatilimnocola,9,2.0595
2986286,Horticoccus,9,2.0595
1921784,Kiritimatiella,9,2.0595
167639,Ilyobacter,9,2.0595
2608728,Acidisarcina,9,2.0595
2250122,Candidatus Bipolaricaulis,9,2.0595
399320,Sphaerochaeta,9,2.0595
393029,Desulfurispirillum,9,2.0595
4830,Mucor,9,2.0595
387342,Halopiger,9,2.0595
1980928,Sepunavirus,9,2.0595
2268,Thermofilum,9,2.0595
864,Pectinatus,9,2.0595
702,Plesiomonas,9,2.0595
1927833,Candidatus Fukatsuia,9,2.0595
1193515,Snodgrassella,9,2.0595
82986,Tatumella,9,2.0595
373984,Rivularia,9,2.0595
861914,Fibrella,9,2.0595
2685905,Salicibibacter,9,2.0595
338321,Turneriella,9,2.0595
156973,Dysgonomonas,9,2.0595
2815786,Sodaliphilus,9,2.0595
214904,Tepidibacter,9,2.0595
244127,Anaerotruncus,9,2.0595
830,Butyrivibrio,9,2.0595
2019482,Brevefilum,9,2.0595
41707,Lawsonia,9,2.0595
2607661,Methanofervidicoccus,9,2.0595
377315,Mariprofundus,9,2.0595
10242,Orthopoxvirus,9,2.0595
1198,Phormidium,9,2.0595
2256,Natronobacterium,9,2.0595
2898489,Paralysiella,9,2.0595
1443590,Ferriphaselus,9,2.0595
69474,Orientia,9,2.0595
2716172,Candidatus Bandiella,9,2.0595
2330,Halanaerobium,9,2.0595
158846,Megamonas,9,2.0595
63132,Geitlerinema,9,2.0595
380738,Candidatus Kuenenia,9,2.0595
40411,Chrysosporium,9,2.0595
38946,Paracoccidioides,9,2.0595
2732368,Salinibaculum,9,2.0595
203193,Halobiforma,9,2.0595
2129,Ureaplasma,9,2.0595
393764,Candidatus Endoriftia,8,1.8307
697025,Hoyosella,8,1.8307
1434032,Pontimonas,8,1.8307
1868332,Neomicrococcus,8,1.8307
1274351,Kroppenstedtia,8,1.8307
2304691,Thermoclostridium,8,1.8307
1926556,Emergencia,8,1.8307
2831443,Heliomicrobium,8,1.8307
307628,Petrimonas,8,1.8307
2905949,Thermodesulfomicrobium,8,1.8307
145260,Methanothermobacter,8,1.8307
70742,Peronospora,8,1.8307
2172004,Lawsonibacter,8,1.8307
262406,Thermobaculum,8,1.8307
49894,Acetomicrobium,8,1.8307
10663,Tequatrovirus,8,1.8307
1649,Kurthia,8,1.8307
1348611,Vallitalea,8,1.8307
44260,Moorella,8,1.8307
1930845,Ndongobacter,8,1.8307
1970191,Salinivirga,8,1.8307
561555,Zhouia,8,1.8307
1511853,Alphanudivirus,8,1.8307
2422,Fervidobacterium,8,1.8307
2732589,Andhravirus,8,1.8307
1937972,Bernardetia,8,1.8307
41201,Ewingella,8,1.8307
432330,Tumebacillus,8,1.8307
1637257,Mageeibacillus,8,1.8307
1849828,Paeniclostridium,8,1.8307
1006480,Caldinitratiruptor,8,1.8307
146785,Thermosynechococcus,8,1.8307
233189,Anaerolinea,8,1.8307
1472344,Basilea,8,1.8307
158876,Yokenella,8,1.8307
907197,Psychrosphaera,8,1.8307
2036021,Agarilytica,8,1.8307
940550,Gilvimarinus,8,1.8307
1808977,Candidatus Methylospira,8,1.8307
1649463,Lentilitoribacter,8,1.8307
119044,Filomicrobium,8,1.8307
1434014,Lentibacter,8,1.8307
2919364,Novacetimonas,8,1.8307
74317,Maricaulis,8,1.8307
198251,Candidatus Pelagibacter,8,1.8307
2049301,Changchengzhania,8,1.8307
363408,Nonlabens,8,1.8307
2858886,Mangrovivirga,8,1.8307
2795605,Aureliella,8,1.8307
1936111,Fuerstiella,8,1.8307
2795777,Maioricimonas,8,1.8307
1541670,Methylacidimicrobium,8,1.8307
292833,Candidatus Rhabdochlamydia,8,1.8307
33973,Acidobacterium,8,1.8307
2883512,Citrifermentans,8,1.8307
146,Spirochaeta,8,1.8307
168657,Hydrogenobaculum,8,1.8307
166111,Byssoonygena,8,1.8307
338191,Nitrosopumilus,8,1.8307
10286,Betaentomopoxvirus,8,1.8307
3064792,Mariluticola,8,1.8307
1960084,Rodentibacter,8,1.8307
1920207,Thermothelomyces,8,1.8307
5721,Trichomonas,8,1.8307
29487,Photorhabdus,8,1.8307
40222,Methylophaga,8,1.8307
511434,Candidatus Azobacteroides,8,1.8307
3049269,Candidatus Pelagisphaera,8,1.8307
2950010,Salidesulfovibrio,8,1.8307
264688,Trichormus,8,1.8307
170610,Halomicronema,8,1.8307
5179,Sclerotinia,8,1.8307
2355,unidentified bacterial endosymbiont,8,1.8307
153135,Gammaretrovirus,8,1.8307
283168,Odoribacter,8,1.8307
59739,Flammeovirga,8,1.8307
415014,Proteiniborus,8,1.8307
3024823,Anaeromicropila,8,1.8307
291988,Thermosediminibacter,8,1.8307
2900571,Candidatus Gromoviella,8,1.8307
28222,Desulfobacula,8,1.8307
2004661,Hyphobacterium,8,1.8307
56112,Dehalobacter,8,1.8307
1155385,Proteiniclasticum,8,1.8307
2812025,Syntrophotalea,8,1.8307
497726,Nitrososphaera,8,1.8307
2944815,Wielerella,8,1.8307
1906659,Candidatus Hoaglandella,8,1.8307
141450,Oleiphilus,8,1.8307
1172191,Catenovulum,8,1.8307
33055,Candidatus Kinetoplastibacterium,8,1.8307
2813803,Luteithermobacter,8,1.8307
1918454,Flintibacter,8,1.8307
1492710,Oxynema,8,1.8307
3034674,cyanobacterium endosymbiont of Epithemia clementina EcSB,8,1.8307
2791001,Malacoplasma,8,1.8307
168808,Sneathia,8,1.8307
28261,Thermodesulfovibrio,8,1.8307
1652133,Halobacteriovorax,8,1.8307
638847,Pyramidobacter,8,1.8307
1866960,Amphiamblys,8,1.8307
2841540,Halosegnis,8,1.8307
2907507,Halococcoides,8,1.8307
2039236,Saliphagus,8,1.8307
3065678,Natronobeatus,8,1.8307
10509,Mastadenovirus,8,1.8307
5812,Sarcocystis,8,1.8307
112040,Zobellia,8,1.8307
45669,Salinicoccus,8,1.8307
744724,Halarchaeum,8,1.8307
511678,Aliivibrio,8,1.8307
929812,Gibbsiella,7,1.6018
1738655,Woeseia,7,1.6018
2837485,Evansella,7,1.6018
2916693,Desulforamulus,7,1.6018
511745,Methylacidiphilum,7,1.6018
2805839,Microbacterium phage Shocker,7,1.6018
2778400,Tepiditoga,7,1.6018
795750,Ignavibacterium,7,1.6018
5761,Naegleria,7,1.6018
42417,Halobacteroides,7,1.6018
2758906,Entomomonas,7,1.6018
1541743,Candidatus Ruthturnera,7,1.6018
694002,Betacoronavirus,7,1.6018
527198,Mariniflexile,7,1.6018
201847,Lactococcus phage 4268,7,1.6018
2795780,Symmachiella,7,1.6018
2786989,Koleobacter,7,1.6018
1862,Dermatophilus,7,1.6018
79603,Denitrobacterium,7,1.6018
3033930,Fervidibacillus,7,1.6018
471826,Candidatus Desulforudis,7,1.6018
2023214,Koinonema,7,1.6018
1495649,Thermoflexus,7,1.6018
400947,Deefgea,7,1.6018
801,Symbiopectobacterium,7,1.6018
82976,Buttiauxella,7,1.6018
2726810,Scandinavium,7,1.6018
1858563,Alkalimarinus,7,1.6018
1079922,Commensalibacter,7,1.6018
2038635,Hyphococcus,7,1.6018
162171,Magnetococcus,7,1.6018
267986,Owenweeksia,7,1.6018
1471399,Draconibacterium,7,1.6018
456826,Candidatus Cloacimonas,7,1.6018
2321115,Halarcobacter,7,1.6018
2690159,Anaerohalosphaera,7,1.6018
2175957,Ruficoccus,7,1.6018
810,Chlamydia,7,1.6018
180162,Cetobacterium,7,1.6018
34104,Streptobacillus,7,1.6018
2905722,Oceanidesulfovibrio,7,1.6018
248038,Mucispirillum,7,1.6018
397864,Barnesiella,7,1.6018
2755140,Pseudoleptotrichia,7,1.6018
767891,Candidatus Puniceispirillum,7,1.6018
196118,Methanocaldococcus,7,1.6018
2767878,Bombilactobacillus,7,1.6018
46205,Pseudobutyrivibrio,7,1.6018
191303,Turicibacter,7,1.6018
135858,Catenibacterium,7,1.6018
2975149,Marinilongibacter,7,1.6018
101191,Methanomethylovorans,7,1.6018
190729,Betasatellite,7,1.6018
2678885,Faecalibacillus,7,1.6018
143222,Salegentibacter,7,1.6018
44417,Cyclospora,7,1.6018
2717089,Massilistercora,7,1.6018
102115,Stanieria,7,1.6018
929509,Solitalea,7,1.6018
53318,Desulfocapsa,7,1.6018
2915177,Sulfidibacter,7,1.6018
89092,Ignavigranum,7,1.6018
61434,Dehalococcoides,7,1.6018
67572,Psychromonas,7,1.6018
112987,Neochlamydia,7,1.6018
2788787,unclassified Caudoviricetes,7,1.6018
4951,Yarrowia,7,1.6018
2967089,Abyssalbus,7,1.6018
1940138,Candidatus Walczuchella,7,1.6018
175304,Lentibacillus,7,1.6018
651660,Paenisporosarcina,7,1.6018
2601574,Candidatus Cytomitobacter,7,1.6018
1551504,Candidatus Babela,7,1.6018
5683,Leptomonas,7,1.6018
429,Methylobacter,7,1.6018
1509243,Candidatus Nucleicultrix,7,1.6018
41687,Scedosporium,7,1.6018
418700,Litorivicinus,7,1.6018
225143,Oceanisphaera,7,1.6018
2838409,Pigmentibacter,7,1.6018
57665,Sulfurospirillum,7,1.6018
53634,Acidimicrobium,7,1.6018
1654787,Thiopseudomonas,7,1.6018
2824158,Aquirhabdus,7,1.6018
231683,Saccharospirillum,7,1.6018
2894574,Saccharobesus,7,1.6018
2056696,Cysteiniphilum,7,1.6018
1335631,Frischella,7,1.6018
194195,Alysiella,7,1.6018
3027666,Aristophania,7,1.6018
1804663,Haematospirillum,7,1.6018
2767874,Acetilactobacillus,7,1.6018
2944198,Wansuia,7,1.6018
2922426,Phototrophicus,7,1.6018
2051044,Tuwongella,7,1.6018
5269,Ustilago,7,1.6018
5206,Cryptococcus,7,1.6018
4842,Rhizopus,7,1.6018
1169538,Vitrella,7,1.6018
4797,Pythium,7,1.6018
353799,Halostagnicola,7,1.6018
29287,Natronococcus,7,1.6018
3065676,Salinilacihabitans,7,1.6018
10882,Orthoreovirus,7,1.6018
2279,Staphylothermus,7,1.6018
2225,Methanococcoides,7,1.6018
2204,Methanomicrobium,7,1.6018
1082702,Lonsdalea,6,1.373
2884243,Musicola,6,1.373
869,Dichelobacter,6,1.373
2813804,Paremcibacter,6,1.373
2082587,Parolsenella,6,1.373
379065,Caldalkalibacillus,6,1.373
2893055,Halalkalibacterium (ex Joshi et al. 2022),6,1.373
2023,Thermoactinomyces,6,1.373
1348505,Polycladomyces,6,1.373
160795,Ureibacillus,6,1.373
3048127,Thermocaproicibacter,6,1.373
286729,Alkaliflexus,6,1.373
2582840,Desulfocurvibacter,6,1.373
2263,Thermococcus,6,1.373
263510,Crocosphaera,6,1.373
2795781,Aeoliella,6,1.373
2894587,Stenotrophomonas phage vB_SM_ytsc_ply2008005c,6,1.373
36910,Clavispora,6,1.373
2888809,Novisyntrophococcus,6,1.373
191301,Caminibacter,6,1.373
29331,Amphibacillus,6,1.373
2837508,Rossellomorea,6,1.373
1354809,Keratinibaculum,6,1.373
33024,Phascolarctobacterium,6,1.373
140458,Thermacetogenium,6,1.373
1918536,Longicatena,6,1.373
13034,Dactylococcopsis,6,1.373
46239,Mesoplasma,6,1.373
670486,Dehalogenimonas,6,1.373
32014,Iodobacter,6,1.373
81682,Methylovorus,6,1.373
453161,Candidatus Nitrotoga,6,1.373
