genus_taxid,genus_name,n_samples_present,pct_samples_present,reads_log_mean,reads_log_sd,kmers_log_mean,kmers_log_sd,cov_log_mean,cov_log_sd,reads_p50,reads_p90,reads_p95,reads_p99,reads_max,kmers_min,kmers_p25,kmers_p50,kmers_p75,kmers_p95,kmers_max,dup_min,dup_p25,dup_p50,dup_p75,dup_p95,dup_max,cov_min,cov_p25,cov_p50,cov_p75,cov_p95,cov_max,adj_kmers_log_mean,adj_kmers_log_sd
32630,synthetic construct,437,100.0,3.2254,0.7807,3.7631,0.3565,-2.8053,0.3566,994.0,29427.4,79541.8,210741.08,910771,1044,3178.0,4775.0,9052.0,33576.4,68012,5.95,31.9,67.6,185.0,1130.0,3570.0,0.0002821,0.0008587,0.00129,0.002446,0.0090728,0.01838,2.8043,0.4175
561,Escherichia,415,94.9657,0.981,0.6966,2.7448,0.7267,-5.0594,1.1156,6.0,65.4,344.0,1321.2,18641,0,405.0,579.0,1274.0,3710.2,13460,1.0,1.42,1.8,2.475,5.599,33.534493857625655,0.0,5.766e-06,8.211e-06,2.202e-05,0.0003712,0.06657,2.599,0.6612
673534,Plantactinospora,399,91.3043,0.9048,0.7118,2.4416,0.9232,-4.4431,1.4708,5.0,44.4,439.4,1569.56,18777,0,138.0,386.0,948.0,4680.0,19124,1.0,1.13,1.353,1.811,3.767,27.944877580412868,0.0,3.953e-05,7.95e-05,0.0001701,0.00060926,0.002564,2.3543,0.8612
1883,Streptomyces,362,82.8375,0.7562,0.72,1.3643,0.9494,-5.4961,1.8773,3.0,77.4,248.8,976.12,8330,0,4.0,21.0,82.0,1215.8,10974,1.0,1.18,1.683,2.883,23.206,106.89656684943066,0.0,5.025e-07,7.479e-06,8.571e-05,0.00053484,0.002385,1.2662,0.8814
32008,Burkholderia,336,76.8879,1.0613,1.1113,1.9381,1.5217,-5.7396,2.1114,3.0,523.4,3279.0,12778.92,28367,0,3.0,63.0,964.0,51875.8,512886,1.0,1.18,1.779,2.784,9.949,62.1,0.0,2.923e-07,2.992e-06,4.427e-05,0.0047224,0.03448,1.8342,1.4995
286,Pseudomonas,317,72.54,0.7503,0.8953,1.3989,1.2069,-6.1128,2.0493,2.0,216.4,371.8,2029.92,189250,0,0.0,19.0,126.0,3307.4,190758,1.0,1.12,1.581,3.058,17.081,680.7160630911499,0.0,0.0,2.15e-06,1.425e-05,0.001278,0.043,1.3156,1.1564
1912216,Cutibacterium,316,72.3112,1.1955,1.1702,2.3224,1.7445,-4.9687,2.686,9.0,821.4,2765.4,30388.88,887545,0,0.0,282.0,3810.0,119445.2,3102131,1.0,1.044,1.179,1.859,15.1,49.03589743589743,0.0,0.0,6.287e-05,0.0009509,0.02594,0.6728,2.2423,1.7223
1279,Staphylococcus,264,60.4119,0.7216,0.93,1.5928,1.5185,-6.2133,2.387,1.0,131.4,395.0,6315.68,87868,0,0.0,58.0,480.0,17226.8,493279,1.0,1.075,1.49,2.269,7.904,130.51249260254014,0.0,0.0,4.821e-06,4.056e-05,0.0014656,0.05553,1.5362,1.4847
1716,Corynebacterium,260,59.4966,0.7011,0.8909,1.4189,1.4482,-6.2264,2.4348,1.0,97.2,321.2,2401.44,66573,0,0.0,15.0,327.0,9566.4,262787,1.0,1.036,1.367,2.107,11.695,72.0,0.0,0.0,4.911e-06,4.636e-05,0.0018254,0.1264,1.3708,1.4198
469,Acinetobacter,231,52.8604,0.5701,0.8332,1.2122,1.337,-6.824,2.1799,1.0,65.8,238.4,1299.04,171526,0,0.0,6.0,140.0,5060.0,147451,1.0,1.094,1.405,2.71,11.273,811.3507955645208,0.0,0.0,7.518e-07,1.009e-05,0.00026498,0.01359,1.1559,1.2946
48736,Ralstonia,226,51.7162,0.5914,0.8158,1.2667,1.4201,-6.6353,2.4003,1.0,41.2,244.2,3053.32,43429,0,0.0,5.0,237.0,4446.2,317765,1.0,1.0,1.135,1.768,11.242,463.1732644628099,0.0,0.0,7.034e-07,3.058e-05,0.00052506,0.05755,1.2244,1.3909
570,Klebsiella,223,51.0297,0.3937,0.6411,0.9648,1.0239,-7.1506,1.8581,1.0,15.4,102.6,404.32,23567,0,0.0,2.0,76.0,367.2,2850,1.0,1.32,1.793,2.912,8.946,308.87391606907966,0.0,0.0,4.222e-07,3.525e-06,2.657e-05,0.0005264,0.8829,0.9365
1763,Mycobacterium,221,50.5721,0.4082,0.6238,0.7843,0.9468,-6.1815,3.0142,1.0,23.4,59.2,458.12,15255,0,0.0,1.0,26.0,280.8,68141,1.0,1.29,2.0,5.1,14.0,64.27170305676856,0.0,0.0,3.138e-07,0.002644,0.010844,0.05684,0.7114,0.8872
338,Xanthomonas,218,49.8856,0.522,0.7661,1.127,1.3559,-6.9164,2.179,0.0,42.0,143.0,1355.52,35998,0,0.0,0.0,145.0,4672.4,197318,1.0,1.039,1.279,2.0,9.421,56.17766666666667,0.0,0.0,0.0,1.131e-05,0.00020394,0.007683,1.0829,1.3189
55193,Malassezia,218,49.8856,0.5814,0.8242,1.2973,1.4681,-6.6801,2.4102,0.0,51.2,206.8,992.88,29322,0,0.0,0.0,257.0,9751.6,822025,1.0,1.0,1.141,1.992,10.4,69.8,0.0,0.0,0.0,3.019e-05,0.00096926,0.08943,1.2487,1.4316
374,Bradyrhizobium,215,49.1991,0.632,1.037,1.0428,1.4393,-6.7466,2.4988,0.0,116.4,626.4,43426.24,1320582,0,0.0,0.0,77.0,10815.0,1251857,1.0,1.006,1.33,2.089,22.133,131.18344262295082,0.0,0.0,0.0,3.288e-05,0.004141,0.02329,0.9982,1.4027
1301,Streptococcus,206,47.1396,0.5793,0.883,1.1415,1.4471,-6.7518,2.5031,0.0,81.8,327.2,1879.12,38918,0,0.0,0.0,147.0,8893.8,663450,1.0,1.0,1.124,1.842,7.341,57.30499999999999,0.0,0.0,0.0,3.164e-05,0.0015416,0.3009,1.1091,1.4199
13687,Sphingomonas,192,43.9359,0.5466,0.8454,0.9138,1.2827,-7.188,2.1562,0.0,74.8,200.0,1424.88,54671,0,0.0,0.0,56.0,2919.4,543941,1.0,1.011,1.333,2.425,20.342,215.33086956521737,0.0,0.0,0.0,8.826e-06,0.0001912,0.03649,0.8821,1.253
1827,Rhodococcus,178,40.7323,0.3922,0.6844,0.761,1.1292,-7.44,1.9743,0.0,29.6,73.0,685.6,30856,0,0.0,0.0,21.0,936.2,1089601,1.0,1.059,1.756,3.0,13.722,70.68084158415842,0.0,0.0,0.0,2.983e-06,6.3786e-05,0.05967,0.7171,1.0906
40323,Stenotrophomonas,170,38.9016,0.3577,0.6191,0.7246,1.0718,-7.5248,1.9402,0.0,18.0,51.8,332.08,6290,0,0.0,0.0,30.0,922.4,18961,1.0,1.04,1.449,2.438,13.206,64.30208333333333,0.0,0.0,0.0,1.986e-06,5.7498e-05,0.0008593,0.6891,1.033
2034,Curtobacterium,168,38.4439,0.2905,0.5151,0.5366,0.813,-7.4753,1.9769,0.0,11.4,30.0,106.56,1793,0,0.0,0.0,12.0,137.0,3144,1.0,1.081,1.805,5.462,24.8,129.41428890128276,0.0,0.0,0.0,4.489e-06,4.7364e-05,0.0003589,0.4841,0.7511
68,Lysobacter,166,37.9863,0.2956,0.5432,0.5876,0.8342,-7.6919,1.7004,0.0,10.0,22.4,213.56,21156,0,0.0,0.0,19.0,146.2,16906,1.0,1.08,1.356,2.081,10.55,30.054000000000002,0.0,0.0,0.0,1.729e-06,8.7564e-06,0.0003831,0.5499,0.7782
265,Paracoccus,165,37.7574,0.4294,0.7436,0.8039,1.2058,-7.3651,2.1773,0.0,35.4,129.2,1305.56,19016,0,0.0,0.0,47.0,1891.0,61392,1.0,1.0,1.09,1.75,11.799,87.7,0.0,0.0,0.0,8.54e-06,0.0001953,0.01061,0.7764,1.1722
1386,Bacillus,165,37.7574,0.3668,0.7331,0.6786,1.0126,-7.575,1.9432,0.0,28.0,85.4,842.92,459904,0,0.0,0.0,20.0,614.8,11781,1.0,1.06,1.38,2.699,16.163,2260.3249903023243,0.0,0.0,0.0,2.075e-06,4.5542e-05,0.02672,0.633,0.9382
475,Moraxella,163,37.2998,0.4908,0.8387,1.0352,1.4562,-7.2076,2.3915,0.0,61.4,188.8,2110.8,69271,0,0.0,0.0,167.0,5731.8,240190,1.0,1.01,1.16,1.575,6.797,47.3,0.0,0.0,0.0,1.873e-05,0.00060648,0.02539,1.0059,1.4182
1269,Micrococcus,160,36.6133,0.3312,0.6055,0.6805,1.0627,-7.3784,2.2065,0.0,17.4,41.2,415.52,9001,0,0.0,0.0,22.0,781.6,24479,1.0,1.0,1.206,2.0,7.852,69.6,0.0,0.0,0.0,8.973e-06,0.00025708,0.008908,0.6518,1.0299
407,Methylobacterium,158,36.1556,0.4488,0.7715,0.7877,1.2062,-7.4677,2.1072,0.0,37.4,123.2,1380.04,55564,0,0.0,0.0,42.0,1393.0,657070,1.0,1.005,1.2,2.0,4.205,71.0,0.0,0.0,0.0,6.858e-06,0.00012258,0.03094,0.7594,1.1746
33882,Microbacterium,158,36.1556,0.3654,0.654,0.6565,1.0583,-7.5595,1.9891,0.0,25.8,57.8,659.08,8521,0,0.0,0.0,9.0,782.4,29629,1.0,1.0,1.286,2.156,11.221,68.0,0.0,0.0,0.0,2.471e-06,7.7058e-05,0.01464,0.6296,1.028
724,Haemophilus,153,35.0114,0.2663,0.5082,0.6735,1.0429,-7.6074,1.9619,0.0,6.0,21.0,172.28,6094,0,0.0,0.0,16.0,726.2,24728,1.0,1.036,1.45,6.67,15.74,22.2,0.0,0.0,0.0,2.057e-06,8.468e-05,0.001666,0.6152,1.0023
1654,Actinomyces,153,35.0114,0.3538,0.6474,0.7138,1.1154,-7.4926,2.11,0.0,18.4,60.8,338.2,16986,0,0.0,0.0,28.0,1093.8,120915,1.0,1.0,1.206,2.063,7.811,68.0,0.0,0.0,0.0,7.39e-06,0.0001312,0.01875,0.6814,1.0759
1839,Nocardioides,150,34.3249,0.3731,0.6965,0.6045,1.0105,-7.7177,1.83,0.0,22.8,89.2,975.12,32777,0,0.0,0.0,11.0,786.0,41956,1.0,1.0,1.142,1.895,12.491,99.73141785957739,0.0,0.0,0.0,1.919e-06,3.7024e-05,0.001182,0.5825,0.9785
106589,Cupriavidus,147,33.6384,0.4596,0.8332,0.8032,1.3402,-7.5753,2.1252,0.0,82.0,229.4,1263.32,526851,0,0.0,0.0,20.0,6706.8,1872889,1.0,1.03,1.263,1.926,13.07,43.03602564102563,0.0,0.0,0.0,2.172e-06,0.00051642,0.1344,0.7778,1.3158
234,Brucella,147,33.6384,0.2297,0.4362,0.4645,0.7687,-7.3133,2.4513,0.0,5.0,14.0,139.72,506,0,0.0,0.0,5.0,118.2,16205,1.0,1.064,1.73,3.231,10.448,47.40580821917809,0.0,0.0,0.0,2.163e-05,0.001422,0.02332,0.4216,0.7187
32207,Rothia,147,33.6384,0.3517,0.6488,0.8258,1.2605,-7.4439,2.2274,0.0,18.4,51.2,428.08,25331,0,0.0,0.0,76.0,2091.8,115814,1.0,1.0,1.085,1.447,4.234,83.9,0.0,0.0,0.0,1.71e-05,0.00020802,0.01472,0.8055,1.2325
517,Bordetella,146,33.4096,0.2707,0.5195,0.4609,0.7624,-7.6829,1.9306,0.0,12.0,35.2,146.84,1002,0,0.0,0.0,5.0,127.0,2365,1.0,1.0,1.402,2.9,9.685,58.45581395348837,0.0,0.0,0.0,1.943e-06,0.0001032,0.01429,0.426,0.7021
47420,Hydrogenophaga,144,32.9519,0.2522,0.511,0.4921,0.835,-7.7802,1.7811,0.0,6.0,17.2,303.24,1949,0,0.0,0.0,8.0,180.4,6567,1.0,1.041,1.498,2.0,5.239,17.13741935483871,0.0,0.0,0.0,1.8e-06,1.5982e-05,0.0005663,0.4615,0.7914
41275,Brevundimonas,143,32.7231,0.3228,0.6092,0.5921,1.0071,-7.6766,1.9641,0.0,17.8,53.2,312.2,12302,0,0.0,0.0,9.0,867.4,28181,1.0,1.0,1.33,3.526,11.233,43.7,0.0,0.0,0.0,2.245e-06,0.00010504,0.001367,0.5636,0.975
1357,Lactococcus,142,32.4943,0.3346,0.6357,0.8158,1.2785,-7.5012,2.221,0.0,17.8,55.0,334.16,13776,0,0.0,0.0,88.0,2448.4,617167,1.0,1.058,1.171,1.78,3.969,17.8,0.0,0.0,0.0,1.047e-05,0.00027578,0.05638,0.7913,1.2482
547,Enterobacter,141,32.2654,0.3263,0.7113,0.5052,0.8632,-7.6376,2.1357,0.0,20.4,151.0,1119.36,122691,0,0.0,0.0,7.0,260.6,8898,1.0,1.0,1.5,3.196,16.686,1615.8423245388826,0.0,0.0,0.0,1.006e-06,0.0012194,0.007082,0.4589,0.7808
12916,Acidovorax,136,31.1213,0.3015,0.595,0.6222,1.05,-7.6852,2.0108,0.0,11.4,37.2,341.84,4492,0,0.0,0.0,17.0,704.0,17654,1.0,1.0,1.248,2.0,7.812,38.0,0.0,0.0,0.0,2.834e-06,7.1288e-05,0.004216,0.5968,1.016
642,Aeromonas,133,30.4348,0.2127,0.4324,0.4298,0.7458,-7.9619,1.6259,0.0,6.0,14.0,88.28,675,0,0.0,0.0,5.0,95.0,2155,1.0,1.0,1.5,2.683,5.756,19.188535031847135,0.0,0.0,0.0,4.35e-07,1.308e-05,0.0002192,0.3968,0.6923
57493,Kocuria,133,30.4348,0.2867,0.603,0.6744,1.132,-7.5779,2.2046,0.0,10.0,32.0,423.72,121140,0,0.0,0.0,28.0,1200.0,455941,1.0,1.0,1.062,1.5,6.537,18.371673819742487,0.0,0.0,0.0,1.023e-05,0.0002806,0.1637,0.6551,1.1002
1822464,Paraburkholderia,131,29.9771,0.3845,0.777,0.627,1.1649,-7.8629,1.8335,0.0,35.8,128.2,1961.44,7318,0,0.0,0.0,6.0,2577.0,116857,1.0,1.0,1.277,2.0,8.029,65.66666666666667,0.0,0.0,0.0,5.998e-07,7.234e-05,0.002823,0.6016,1.1302
482,Neisseria,131,29.9771,0.2442,0.5162,0.5049,0.8944,-7.7414,1.9712,0.0,7.4,16.4,136.44,9735,0,0.0,0.0,7.0,298.2,201299,1.0,1.0,1.19,2.0,4.953,61.08285976168655,0.0,0.0,0.0,3.223e-06,5.8688e-05,0.08214,0.482,0.8603
68287,Mesorhizobium,131,29.9771,0.297,0.5912,0.5563,1.007,-7.9002,1.7739,0.0,12.4,31.2,317.56,4008,0,0.0,0.0,5.0,553.8,27394,1.0,1.0,1.297,1.924,5.838,23.94666666666667,0.0,0.0,0.0,6.209e-07,3.3562e-05,0.002087,0.5353,0.974
34072,Variovorax,130,29.7483,0.3162,0.6232,0.5673,1.0064,-7.9779,1.6262,0.0,17.4,46.6,466.84,10639,0,0.0,0.0,6.0,790.0,23554,1.0,1.001,1.218,1.896,7.287,74.0,0.0,0.0,0.0,5.21e-07,1.0996e-05,0.0003807,0.5473,0.977
662,Vibrio,128,29.2906,0.1758,0.3775,0.3926,0.7102,-7.9944,1.6541,0.0,3.0,7.2,104.0,334,0,0.0,0.0,3.0,79.2,1695,1.0,1.0,1.357,2.171,5.564,27.0,0.0,0.0,0.0,3.785e-07,8.3516e-06,0.07008,0.3664,0.6668
2979332,Prescottella,128,29.2906,0.1862,0.3899,0.289,0.514,-8.1659,1.3295,0.0,3.0,10.2,48.92,418,0,0.0,0.0,2.0,28.0,256,1.0,2.975,9.55,17.65,53.2,181.0,0.0,0.0,0.0,1.77e-07,2.477e-06,2.265e-05,0.1979,0.3932
196013,Caldimonas,126,28.833,0.2825,0.5852,0.6182,1.0885,-7.6862,2.1313,0.0,11.0,34.4,483.68,15676,0,0.0,0.0,12.0,854.4,56540,1.0,1.0,1.08,1.435,7.698,43.599999999999994,0.0,0.0,0.0,2.471e-06,0.000238,0.01786,0.5991,1.0603
1866885,Mycolicibacterium,124,28.3753,0.2661,0.557,0.4597,0.8788,-7.9925,1.6723,0.0,8.4,28.0,406.36,9856,0,0.0,0.0,1.0,223.2,17535,1.0,1.0,1.166,1.83,9.85,34.0,0.0,0.0,0.0,2.076e-07,1.5724e-05,0.007486,0.4425,0.8541
635,Edwardsiella,123,28.1465,0.1887,0.4133,0.4835,0.8092,-7.8316,1.8863,0.0,2.4,16.2,41.64,688,0,0.0,0.0,14.0,134.6,622,1.0,1.295,1.83,4.23,16.72,24.7,0.0,0.0,0.0,3.914e-06,4.1818e-05,0.0001644,0.4284,0.7102
165695,Sphingobium,123,28.1465,0.2546,0.5324,0.5144,0.9451,-7.8886,1.8309,0.0,7.0,20.4,222.0,6148,0,0.0,0.0,4.0,368.0,57379,1.0,1.0,1.111,1.9,13.935,116.0,0.0,0.0,0.0,8.759e-07,3.979e-05,0.006121,0.4953,0.9183
1350,Enterococcus,123,28.1465,0.1939,0.4335,0.492,0.8793,-7.9163,1.7968,0.0,3.0,11.2,147.92,2030,0,0.0,0.0,10.0,153.2,49948,1.0,1.0,1.285,2.04,7.221,52.439142857142855,0.0,0.0,0.0,9.762e-07,2.7782e-05,0.0101,0.4641,0.8387
1578,Lactobacillus,123,28.1465,0.2869,0.5978,0.7088,1.2207,-7.6451,2.2197,0.0,11.8,30.2,240.12,11535,0,0.0,0.0,50.0,1599.8,529811,1.0,1.0,1.081,1.398,3.873,19.484820979627223,0.0,0.0,0.0,9.733e-06,0.00032052,0.08542,0.6923,1.1963
283,Comamonas,121,27.6888,0.2529,0.5262,0.5141,0.9444,-7.9095,1.8235,0.0,7.4,26.0,179.16,15378,0,0.0,0.0,5.0,411.4,88349,1.0,1.0,1.106,1.562,7.42,32.0,0.0,0.0,0.0,9.594e-07,3.6786e-05,0.04017,0.4953,0.9176
1988,Actinomadura,120,27.46,0.2292,0.5056,0.4304,0.7559,-8.0387,1.59,0.0,5.0,29.2,107.56,643,0,0.0,0.0,6.0,151.6,753,1.0,1.17,1.745,3.436,11.237,59.40214521452146,0.0,0.0,0.0,5.925e-07,1.4e-05,3.318e-05,0.3829,0.6616
89966,Hymenobacter,120,27.46,0.2621,0.5858,0.4436,0.876,-8.0085,1.664,0.0,9.0,37.2,407.08,29030,0,0.0,0.0,2.0,305.4,59002,1.0,1.0,1.093,1.797,10.893,60.58032786885245,0.0,0.0,0.0,4.208e-07,2.051e-05,0.002115,0.4248,0.843
590,Salmonella,119,27.2311,0.17,0.3976,0.3876,0.7281,-7.707,2.1833,0.0,2.0,7.4,84.28,812,0,0.0,0.0,3.0,87.4,4102,1.0,1.13,1.64,3.655,9.884,66.79844827586207,0.0,0.0,0.0,1.084e-06,0.00031608,0.1007,0.3494,0.6613
1707,Cellulomonas,117,26.7735,0.2412,0.5063,0.3836,0.7289,-8.0531,1.5988,0.0,11.0,22.4,174.8,2769,0,0.0,0.0,2.0,112.6,2960,1.0,1.0,1.492,2.929,10.979,36.3437037037037,0.0,0.0,0.0,3.306e-07,1.2626e-05,8.889e-05,0.3537,0.674
237,Flavobacterium,116,26.5446,0.2366,0.526,0.4346,0.8803,-7.976,1.7819,0.0,7.0,28.8,185.88,1195,0,0.0,0.0,1.0,261.2,8456,1.0,1.0,1.144,1.724,8.925,55.1,0.0,0.0,0.0,3.092e-07,5.1836e-05,0.004127,0.4164,0.8527
1298,Deinococcus,115,26.3158,0.2537,0.6044,0.5243,1.037,-7.8613,1.988,0.0,7.0,29.4,1436.08,18136,0,0.0,0.0,1.0,794.6,171128,1.0,1.0,1.05,1.59,6.254,43.5,0.0,0.0,0.0,2.942e-07,0.00019834,0.03128,0.5077,1.0082
1485,Clostridium,114,26.087,0.2251,0.5561,0.3899,0.7713,-8.138,1.523,0.0,3.4,18.2,574.68,18863,0,0.0,0.0,1.0,191.2,3206,1.0,1.0,1.111,1.944,33.643,185.69289639058974,0.0,0.0,0.0,1.571e-07,1.024e-05,0.01028,0.3678,0.7271
1073,Rhodopseudomonas,113,25.8581,0.2512,0.562,0.4449,0.8824,-8.1308,1.5348,0.0,9.0,25.8,370.52,7089,0,0.0,0.0,2.0,217.2,23757,1.0,1.023,1.255,2.044,8.935,19.127164179104476,0.0,0.0,0.0,1.305e-07,9.1672e-06,0.0004834,0.4183,0.8339
379,Rhizobium,113,25.8581,0.2557,0.5468,0.4471,0.8732,-8.0336,1.6989,0.0,9.0,26.8,217.96,5392,0,0.0,0.0,1.0,293.0,17986,1.0,1.0,1.14,2.0,10.394,41.857142857142854,0.0,0.0,0.0,1.378e-07,3.35e-05,0.002422,0.4272,0.8422
1663,Arthrobacter,113,25.8581,0.2213,0.4756,0.382,0.7519,-8.1012,1.5655,0.0,7.0,16.0,151.44,2128,0,0.0,0.0,1.0,128.0,3763,1.0,1.0,1.31,2.244,11.091,61.50956043956044,0.0,0.0,0.0,1.92e-07,9.7756e-06,8.63e-05,0.3593,0.7133
909656,Phocaeicola,113,25.8581,0.1607,0.373,0.5248,0.9247,-7.8945,1.8903,0.0,3.0,5.0,95.08,806,0,0.0,0.0,14.0,155.6,56203,1.0,1.37,1.77,2.18,6.773,14.4,0.0,0.0,0.0,2.261e-06,2.5344e-05,0.01034,0.4902,0.8679
149698,Massilia,112,25.6293,0.2626,0.5546,0.5008,0.9535,-8.006,1.7421,0.0,12.4,32.0,187.64,6945,0,0.0,0.0,2.0,507.4,35720,1.0,1.0,1.167,1.806,5.655,19.685185185185187,0.0,0.0,0.0,1.998e-07,3.6396e-05,0.00337,0.4806,0.9168
165696,Novosphingobium,112,25.6293,0.2362,0.5226,0.4269,0.8547,-8.0505,1.6747,0.0,7.4,17.6,299.48,2591,0,0.0,0.0,1.0,201.6,28588,1.0,1.0,1.163,1.583,6.281,27.0,0.0,0.0,0.0,1.627e-07,1.7794e-05,0.003116,0.4094,0.8223
93217,Pandoraea,111,25.4005,0.2688,0.5691,0.3501,0.7595,-8.0678,1.6955,0.0,11.0,46.2,280.64,508,0,0.0,0.0,1.0,172.8,4573,1.0,1.191,1.956,26.378,430.915,1630.5804597701149,0.0,0.0,0.0,2.049e-07,4.4878e-05,0.002338,0.3099,0.7272
1678,Bifidobacterium,111,25.4005,0.2135,0.4615,0.4141,0.8087,-7.9599,1.8645,0.0,7.0,19.0,98.48,746,0,0.0,0.0,1.0,181.6,13891,1.0,1.087,1.93,5.033,17.2,59.266666666666666,0.0,0.0,0.0,3.764e-07,6.0036e-05,0.02712,0.3781,0.7654
75,Caulobacter,110,25.1716,0.2104,0.459,0.3853,0.7495,-8.1193,1.5514,0.0,7.0,14.2,166.84,1918,0,0.0,0.0,1.0,123.4,3552,1.0,1.0,1.292,1.966,8.977,33.0,0.0,0.0,0.0,1.24e-07,1.017e-05,0.0002285,0.3666,0.7172
2282523,Methylorubrum,108,24.714,0.2359,0.5228,0.4706,0.923,-8.0144,1.7777,0.0,9.0,17.0,265.2,4585,0,0.0,0.0,0.0,339.8,28308,1.0,1.0,1.224,1.855,6.188,52.05555555555556,0.0,0.0,0.0,0.0,4.8138e-05,0.002268,0.4527,0.8934
44249,Paenibacillus,108,24.714,0.1573,0.3643,0.2534,0.5464,-8.1952,1.4506,0.0,3.0,5.6,57.6,523,0,0.0,0.0,0.0,24.4,841,1.0,1.0,2.0,5.067,17.8,93.13958333333333,0.0,0.0,0.0,0.0,4.928e-06,0.0002683,0.2227,0.5093
5800,Eimeria,108,24.714,0.2075,0.4973,0.2645,0.4973,-8.3788,1.1022,0.0,4.4,17.8,113.0,18917,0,0.0,0.0,0.0,19.0,140,1.0,2.25,21.495,104.0,668.2,5284.332908495005,0.0,0.0,0.0,0.0,6.61e-07,1.586e-06,0.1519,0.3164
59732,Chryseobacterium,106,24.2563,0.1996,0.4984,0.3784,0.7955,-8.1212,1.6029,0.0,4.0,14.4,194.6,15029,0,0.0,0.0,0.0,184.2,13421,1.0,1.0,1.0,1.362,4.458,1684.3871900991414,0.0,0.0,0.0,0.0,2.1198e-05,0.00146,0.3677,0.7749
838,Prevotella,104,23.7986,0.2516,0.5954,0.5508,1.0948,-7.9627,1.91,0.0,8.0,45.2,511.72,1846,0,0.0,0.0,0.0,1435.8,24160,1.0,1.0,1.111,1.966,7.817,20.992363636363635,0.0,0.0,0.0,0.0,9.3576e-05,0.01086,0.534,1.0674
222,Achromobacter,103,23.5698,0.1938,0.4549,0.3859,0.7955,-8.2296,1.4267,0.0,4.0,13.2,129.56,3972,0,0.0,0.0,0.0,154.8,11992,1.0,1.0,1.072,1.6,3.9,28.13764705882353,0.0,0.0,0.0,0.0,6.1446e-06,0.0003593,0.3719,0.7682
1873,Micromonospora,103,23.5698,0.1585,0.3736,0.2775,0.576,-8.2557,1.3619,0.0,3.0,6.4,85.28,968,0,0.0,0.0,0.0,31.2,1409,1.0,1.0,1.375,2.0,9.788,63.93617021276596,0.0,0.0,0.0,0.0,2.7644e-06,0.0001116,0.2574,0.5366
2767358,Mycoplasmopsis,102,23.341,0.1175,0.2904,0.3293,0.6573,-8.0127,1.8068,0.0,1.0,2.2,26.92,235,0,0.0,0.0,0.0,64.0,442,1.0,1.33,1.582,2.038,5.08,25.792468085106382,0.0,0.0,0.0,0.0,3.5852e-05,0.0001979,0.3023,0.5972
963,Herbaspirillum,102,23.341,0.1959,0.4541,0.3788,0.788,-8.1289,1.622,0.0,6.4,13.4,89.36,7019,0,0.0,0.0,0.0,187.8,30058,1.0,1.053,1.574,2.723,7.207,20.1,0.0,0.0,0.0,0.0,1.9566e-05,0.003648,0.3577,0.7549
336809,Candidatus Karelsulcia,102,23.341,0.1106,0.2722,0.3588,0.69,-8.0091,1.8128,0.0,1.0,2.0,39.92,124,0,0.0,0.0,0.0,99.2,369,1.0,1.0,1.07,2.096,4.885,6.47,0.0,0.0,0.0,0.0,4.7538e-05,0.000311,0.3398,0.6455
125216,Roseomonas,101,23.1121,0.1844,0.4543,0.3624,0.7437,-8.1126,1.6654,0.0,4.0,9.4,152.68,8273,0,0.0,0.0,0.0,118.4,3967,1.0,1.0,1.107,1.915,6.955,78.31058866191225,0.0,0.0,0.0,0.0,2.474e-05,0.002361,0.3454,0.7084
165697,Sphingopyxis,100,22.8833,0.1966,0.465,0.3671,0.7807,-8.1344,1.6328,0.0,5.0,12.2,162.72,2633,0,0.0,0.0,0.0,170.2,15394,1.0,1.0,1.169,1.824,5.716,30.0,0.0,0.0,0.0,0.0,2.5518e-05,0.002399,0.3529,0.7542
1573,Clavibacter,100,22.8833,0.1649,0.3788,0.3114,0.623,-8.1013,1.6676,0.0,4.0,9.2,40.28,356,0,0.0,0.0,0.0,45.2,801,1.0,1.0,1.68,3.177,15.241,99.8704347826087,0.0,0.0,0.0,0.0,1.755e-05,0.0001359,0.2789,0.5658
2013,Nocardiopsis,100,22.8833,0.183,0.447,0.3092,0.6044,-8.1298,1.6315,0.0,3.0,20.0,70.64,386,0,0.0,0.0,0.0,49.2,233,1.0,1.407,2.699,7.368,30.33,121.61849358974357,0.0,0.0,0.0,0.0,1.6264e-05,0.002239,0.2519,0.4878
501783,Cloacibacterium,100,22.8833,0.2074,0.4789,0.4528,0.9077,-7.9798,1.9041,0.0,6.0,20.2,128.6,1218,0,0.0,0.0,0.0,366.2,16556,1.0,1.0,1.04,1.372,4.2,11.0,0.0,0.0,0.0,0.0,9.4876e-05,0.003633,0.4402,0.886
5806,Cryptosporidium,100,22.8833,0.1563,0.3729,0.29,0.5675,-8.1569,1.5672,0.0,2.4,7.2,42.2,749,0,0.0,0.0,0.0,35.2,66,1.0,3.055,19.5,61.025,298.161,990.0,0.0,0.0,0.0,0.0,1.057e-05,1.843e-05,0.1661,0.3196
80865,Delftia,99,22.6545,0.191,0.4546,0.4115,0.8507,-8.1038,1.7039,0.0,4.4,16.0,77.2,25776,0,0.0,0.0,0.0,241.2,69614,1.0,1.0,1.06,1.527,3.4,50.285714285714285,0.0,0.0,0.0,0.0,3.748e-05,0.004587,0.3976,0.8256
