genus_taxid,genus_name,n_samples_present,pct_samples_present,reads_log_mean,reads_log_sd,kmers_log_mean,kmers_log_sd,cov_log_mean,cov_log_sd,reads_p50,reads_p90,reads_p95,reads_p99,reads_max,kmers_min,kmers_p25,kmers_p50,kmers_p75,kmers_p95,kmers_max,dup_min,dup_p25,dup_p50,dup_p75,dup_p95,dup_max,cov_min,cov_p25,cov_p50,cov_p75,cov_p95,cov_max,adj_kmers_log_mean,adj_kmers_log_sd
59735,Bergeyella,9,2.0595,0.0156,0.1447,0.0273,0.211,-8.9183,0.5737,0.0,0.0,0.0,2.92,349,0,0.0,0.0,0.0,0.0,422,1.0,1.0,1.07,1.11,11.088,17.7,0.0,0.0,0.0,0.0,0.0,0.0002135,0.0257,0.1934
2795783,Pirellulimonas,9,2.0595,0.0114,0.0972,0.019,0.142,-8.9375,0.4357,0.0,0.0,0.0,1.64,41,0,0.0,0.0,0.0,0.0,28,1.0,1.0,1.5,1.8,7.76,11.6,0.0,0.0,0.0,0.0,0.0,4.347e-06,0.0171,0.1297
453229,Desulfarculus,9,2.0595,0.0096,0.0877,0.0203,0.1555,-8.931,0.4828,0.0,0.0,0.0,1.0,38,0,0.0,0.0,0.0,0.0,64,1.0,1.0,1.0,1.25,6.222,9.19,0.0,0.0,0.0,0.0,0.0,1.813e-05,0.0188,0.1399
3029078,Aminithiophilus,9,2.0595,0.0095,0.0843,0.0129,0.1011,-8.9382,0.4305,0.0,0.0,0.0,1.0,28,0,0.0,0.0,0.0,0.0,25,1.0,1.0,1.0,2.0,11.88,17.8,0.0,0.0,0.0,0.0,0.0,8.451e-06,0.0109,0.0799
2162630,Salinirubellus,9,2.0595,0.0236,0.1961,0.0346,0.2684,-8.9171,0.5875,0.0,0.0,0.0,6.84,261,0,0.0,0.0,0.0,0.0,973,1.0,1.0,1.67,2.32,6.12,8.2,0.0,0.0,0.0,0.0,0.0,0.0002417,0.0322,0.2531
1537406,Bacterioplanes,9,2.0595,0.0086,0.0648,0.014,0.1065,-8.94,0.4185,0.0,0.0,0.0,1.0,5,0,0.0,0.0,0.0,0.0,19,1.0,1.0,1.0,1.0,1.518,1.53,0.0,0.0,0.0,0.0,0.0,4.549e-06,0.0136,0.1026
1579505,Rubripirellula,9,2.0595,0.0096,0.0764,0.0131,0.0985,-8.9472,0.3686,0.0,0.0,0.0,1.0,13,0,0.0,0.0,0.0,0.0,12,1.0,1.0,1.25,2.0,12.132,17.5,0.0,0.0,0.0,0.0,0.0,1.447e-06,0.0113,0.087
508459,Cloacibacillus,9,2.0595,0.0088,0.0723,0.0274,0.2062,-8.923,0.5392,0.0,0.0,0.0,1.0,13,0,0.0,0.0,0.0,0.0,141,1.0,1.0,1.0,1.01,5.05,7.63,0.0,0.0,0.0,0.0,0.0,4.073e-05,0.0263,0.2006
898,Desulfomicrobium,9,2.0595,0.0102,0.0888,0.0168,0.1412,-8.9348,0.4593,0.0,0.0,0.0,1.0,30,0,0.0,0.0,0.0,0.0,120,1.0,1.0,1.0,1.67,8.911,13.519,0.0,0.0,0.0,0.0,0.0,4.329e-05,0.0152,0.1294
1474867,Aureococcus anophagefferens virus,9,2.0595,0.0099,0.0761,0.0172,0.1273,-8.9139,0.5974,0.0,0.0,0.0,1.0,8,0,0.0,0.0,0.0,0.0,20,1.0,1.0,1.0,1.29,5.42,8.0,0.0,0.0,0.0,0.0,0.0,5.575e-05,0.0172,0.1273
2675795,Enterobacteriaceae endosymbiont of Plateumaris pusilla,9,2.0595,0.0102,0.0781,0.0169,0.1204,-8.917,0.5743,0.0,0.0,0.0,1.0,7,0,0.0,0.0,0.0,0.0,12,1.0,1.0,1.0,1.67,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.374e-05,0.016,0.1143
1099,Pelodictyon,9,2.0595,0.011,0.1015,0.0104,0.0816,-8.9416,0.4061,0.0,0.0,0.0,1.0,64,0,0.0,0.0,0.0,0.0,11,1.0,1.0,1.0,3.2,25.017,39.028125,0.0,0.0,0.0,0.0,0.0,2.714e-06,0.0081,0.0582
1107,Chloroflexus,9,2.0595,0.0119,0.0954,0.0165,0.1427,-8.94,0.4252,0.0,0.0,0.0,1.64,21,0,0.0,0.0,0.0,0.0,180,1.0,1.33,2.0,2.365,7.074,9.79,0.0,0.0,0.0,0.0,0.0,3.505e-05,0.0141,0.1199
2919589,Vaginimicrobium,9,2.0595,0.0111,0.0877,0.0252,0.1821,-8.9197,0.5574,0.0,0.0,0.0,1.64,16,0,0.0,0.0,0.0,0.0,101,1.0,1.0,1.32,2.06,5.548,7.38,0.0,0.0,0.0,0.0,0.0,5.207e-05,0.023,0.1683
2893576,Allosaccharopolyspora,9,2.0595,0.0117,0.1077,0.025,0.1887,-8.9278,0.5052,0.0,0.0,0.0,1.0,73,0,0.0,0.0,0.0,0.0,149,1.0,1.0,1.0,1.29,6.376,9.52,0.0,0.0,0.0,0.0,0.0,3.289e-05,0.0235,0.1759
2039639,Candidatus Nanopelagicus,9,2.0595,0.0125,0.1088,0.0213,0.1619,-8.9216,0.5461,0.0,0.0,0.0,1.0,51,0,0.0,0.0,0.0,0.0,45,1.0,1.0,1.0,1.918,10.916,16.192745098039218,0.0,0.0,0.0,0.0,0.0,3.766e-05,0.0193,0.1443
28048,Acidothermus,9,2.0595,0.0149,0.1263,0.0195,0.1521,-8.9287,0.4995,0.0,0.0,0.0,1.0,58,0,0.0,0.0,0.0,0.0,50,1.0,1.0,2.33,5.82,12.6,13.0,0.0,0.0,0.0,0.0,0.0,2.08e-05,0.0159,0.1289
1906945,Parageobacillus,9,2.0595,0.0145,0.1182,0.0292,0.2369,-8.9206,0.5639,0.0,0.0,0.0,2.64,50,0,0.0,0.0,0.0,0.0,471,1.0,1.0,1.33,2.0,5.378,6.910399999999999,0.0,0.0,0.0,0.0,0.0,8.883e-05,0.0274,0.2217
1609627,Hydrogenibacillus,9,2.0595,0.0119,0.1013,0.0212,0.1618,-8.927,0.5105,0.0,0.0,0.0,1.0,36,0,0.0,0.0,0.0,0.0,107,1.0,1.0,2.17,2.75,10.78,13.0,0.0,0.0,0.0,0.0,0.0,4.26e-05,0.0179,0.1405
55079,Aneurinibacillus,9,2.0595,0.0066,0.0463,0.0132,0.0994,-8.9378,0.4326,0.0,0.0,0.0,1.0,2,0,0.0,0.0,0.0,0.0,15,1.0,1.0,1.0,1.0,4.35,4.75,0.0,0.0,0.0,0.0,0.0,4.781e-06,0.0122,0.0931
2767892,Secundilactobacillus,9,2.0595,0.0158,0.1223,0.044,0.314,-8.9013,0.6868,0.0,0.0,0.0,4.28,21,0,0.0,0.0,0.0,0.0,1093,1.0,1.0,1.139,1.69,4.503,4.978,0.0,0.0,0.0,0.0,0.0,0.0005724,0.0426,0.306
2093783,Methylomusa,9,2.0595,0.0108,0.0839,0.0177,0.126,-8.9358,0.4447,0.0,0.0,0.0,2.0,15,0,0.0,0.0,0.0,0.0,14,1.0,1.0,1.2,1.67,8.98,12.3,0.0,0.0,0.0,0.0,0.0,3.03e-06,0.0158,0.1149
1434026,Oceanirhabdus,9,2.0595,0.0073,0.0525,0.01,0.0757,-8.9479,0.3626,0.0,0.0,0.0,1.0,3,0,0.0,0.0,0.0,0.0,9,1.0,1.0,1.0,1.67,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.609e-06,0.0094,0.0726
1849822,Paraclostridium,9,2.0595,0.0107,0.0836,0.0165,0.1184,-8.9382,0.4283,0.0,0.0,0.0,1.64,13,0,0.0,0.0,0.0,0.0,15,1.0,1.0,1.0,1.86,3.284,4.14,0.0,0.0,0.0,0.0,0.0,2.897e-06,0.0153,0.1105
2886347,Allocoleopsis,9,2.0595,0.0142,0.1433,0.018,0.143,-8.9407,0.4173,0.0,0.0,0.0,1.0,305,0,0.0,0.0,0.0,0.0,115,1.0,1.0,1.0,2.0,29.82,37.1,0.0,0.0,0.0,0.0,0.0,1.48e-05,0.0144,0.1068
1142,Synechocystis,9,2.0595,0.0128,0.11,0.0164,0.127,-8.9435,0.3974,0.0,0.0,0.0,1.64,61,0,0.0,0.0,0.0,0.0,34,1.0,1.0,2.0,4.8,19.84,20.0,0.0,0.0,0.0,0.0,0.0,3.017e-06,0.0133,0.1046
155493,Gallibacterium,9,2.0595,0.018,0.1504,0.0245,0.1944,-8.9272,0.5157,0.0,0.0,0.0,3.56,95,0,0.0,0.0,0.0,0.0,134,1.0,1.0,1.319,1.586,14.798,23.2,0.0,0.0,0.0,0.0,0.0,2.517e-05,0.0221,0.1768
459520,Neptuniibacter,9,2.0595,0.007,0.0495,0.0157,0.1135,-8.9369,0.4373,0.0,0.0,0.0,1.0,2,0,0.0,0.0,0.0,0.0,12,1.0,1.0,1.33,1.4,4.4,6.0,0.0,0.0,0.0,0.0,0.0,2.986e-06,0.0147,0.1084
1518149,Thalassotalea,9,2.0595,0.0139,0.1159,0.0218,0.181,-8.9325,0.4754,0.0,0.0,0.0,1.64,30,0,0.0,0.0,0.0,0.0,197,1.0,1.0,1.0,2.118,3.9,4.5,0.0,0.0,0.0,0.0,0.0,2.469e-05,0.0206,0.1729
135575,Idiomarina,9,2.0595,0.0164,0.1268,0.0299,0.2279,-8.9229,0.542,0.0,0.0,0.0,4.28,29,0,0.0,0.0,0.0,0.0,150,1.0,1.571,2.0,2.928,5.963,6.5680000000000005,0.0,0.0,0.0,0.0,0.0,4.046e-05,0.0273,0.2088
43947,Tolumonas,9,2.0595,0.0142,0.1428,0.0292,0.2234,-8.9207,0.5574,0.0,0.0,0.0,1.0,430,0,0.0,0.0,0.0,0.0,689,1.0,1.0,1.23,2.0,11.232,16.8,0.0,0.0,0.0,0.0,0.0,0.0002105,0.0268,0.2022
1217416,Halioglobus,9,2.0595,0.0129,0.1092,0.0172,0.1326,-8.9369,0.4414,0.0,0.0,0.0,1.64,50,0,0.0,0.0,0.0,0.0,21,1.0,1.0,1.112,2.0,7.509,10.832,0.0,0.0,0.0,0.0,0.0,4.472e-06,0.0156,0.1201
254245,Aquicella,9,2.0595,0.0084,0.0606,0.0189,0.1398,-8.9303,0.4843,0.0,0.0,0.0,1.0,3,0,0.0,0.0,0.0,0.0,28,1.0,1.0,1.0,1.0,1.812,2.0,0.0,0.0,0.0,0.0,0.0,9.98e-06,0.0184,0.1364
2486578,Rickettsiales endosymbiont of Stachyamoeba lipophora,9,2.0595,0.01,0.0807,0.0146,0.1132,-8.9314,0.4781,0.0,0.0,0.0,1.0,11,0,0.0,0.0,0.0,0.0,20,1.0,1.0,1.4,1.57,8.28,10.0,0.0,0.0,0.0,0.0,0.0,1.168e-05,0.0126,0.0973
83612,Psychroflexus,9,2.0595,0.0099,0.0756,0.0171,0.127,-8.9338,0.4607,0.0,0.0,0.0,1.64,9,0,0.0,0.0,0.0,0.0,17,1.0,1.0,1.07,2.0,3.2,4.0,0.0,0.0,0.0,0.0,0.0,4.415e-06,0.0159,0.1187
336276,Olleya,9,2.0595,0.0092,0.0709,0.0211,0.1562,-8.928,0.5002,0.0,0.0,0.0,1.0,6,0,0.0,0.0,0.0,0.0,41,1.0,1.0,1.0,1.44,2.254,2.7566666666666664,0.0,0.0,0.0,0.0,0.0,1.679e-05,0.0202,0.1483
1649495,Seonamhaeicola,9,2.0595,0.0104,0.0932,0.0144,0.109,-8.938,0.4323,0.0,0.0,0.0,1.0,43,0,0.0,0.0,0.0,0.0,12,1.0,1.0,1.0,3.0,10.212,12.799999999999999,0.0,0.0,0.0,0.0,0.0,3.541e-06,0.0125,0.0945
1649482,Pseudopedobacter,9,2.0595,0.01,0.0846,0.0182,0.1382,-8.9354,0.451,0.0,0.0,0.0,1.0,23,0,0.0,0.0,0.0,0.0,31,1.0,1.0,1.0,3.67,15.68,17.8,0.0,0.0,0.0,0.0,0.0,6.909e-06,0.0156,0.1205
2321114,Malaciobacter,9,2.0595,0.0114,0.0872,0.0208,0.1624,-8.9297,0.4938,0.0,0.0,0.0,2.0,13,0,0.0,0.0,0.0,0.0,73,1.0,1.0,1.17,1.333,1.943,2.0,0.0,0.0,0.0,0.0,0.0,4.042e-05,0.02,0.1545
286130,Sulfuricurvum,9,2.0595,0.0071,0.0523,0.013,0.1158,-8.9382,0.4353,0.0,0.0,0.0,1.0,4,0,0.0,0.0,0.0,0.0,56,1.0,1.0,1.0,1.0,3.752,4.0,0.0,0.0,0.0,0.0,0.0,1.303e-05,0.0122,0.1115
2807414,Anatilimnocola,9,2.0595,0.014,0.1091,0.0293,0.2138,-8.9291,0.4954,0.0,0.0,0.0,2.64,27,0,0.0,0.0,0.0,0.0,119,1.0,1.15,2.0,5.71,10.8,12.0,0.0,0.0,0.0,0.0,0.0,1.35e-05,0.0254,0.1875
2986286,Horticoccus,9,2.0595,0.0125,0.0952,0.0256,0.1852,-8.9264,0.5119,0.0,0.0,0.0,2.0,10,0,0.0,0.0,0.0,0.0,46,1.0,1.0,1.28,2.0,6.91,9.33,0.0,0.0,0.0,0.0,0.0,1.085e-05,0.0233,0.1704
1921784,Kiritimatiella,9,2.0595,0.0112,0.115,0.0172,0.1297,-8.9323,0.4719,0.0,0.0,0.0,1.0,156,0,0.0,0.0,0.0,0.0,27,1.0,1.0,1.0,1.0,30.64,50.4,0.0,0.0,0.0,0.0,0.0,9.713e-06,0.0155,0.1146
167639,Ilyobacter,9,2.0595,0.0095,0.0821,0.0166,0.138,-8.9342,0.4626,0.0,0.0,0.0,1.0,22,0,0.0,0.0,0.0,0.0,137,1.0,1.0,1.0,4.39,19.4,29.0,0.0,0.0,0.0,0.0,0.0,4.509e-05,0.014,0.1173
2608728,Acidisarcina,9,2.0595,0.0136,0.129,0.0202,0.1469,-8.9374,0.4358,0.0,0.0,0.0,1.64,224,0,0.0,0.0,0.0,0.0,27,1.0,1.11,1.37,2.0,47.8,78.0,0.0,0.0,0.0,0.0,0.0,3.64e-06,0.0172,0.127
2250122,Candidatus Bipolaricaulis,9,2.0595,0.0118,0.0912,0.026,0.1819,-8.9152,0.5862,0.0,0.0,0.0,2.0,12,0,0.0,0.0,0.0,0.0,39,1.0,1.65,3.13,12.4,21.4,25.2,0.0,0.0,0.0,0.0,0.0,2.966e-05,0.0203,0.1439
399320,Sphaerochaeta,9,2.0595,0.0066,0.0463,0.0204,0.1535,-8.9306,0.4849,0.0,0.0,0.0,1.0,2,0,0.0,0.0,0.0,0.0,54,1.0,1.0,1.0,2.0,2.9,3.5,0.0,0.0,0.0,0.0,0.0,1.688e-05,0.0192,0.1473
393029,Desulfurispirillum,9,2.0595,0.0131,0.118,0.0277,0.2059,-8.9167,0.5869,0.0,0.0,0.0,1.64,102,0,0.0,0.0,0.0,0.0,106,1.0,1.0,1.26,2.4,9.458,14.015882352941178,0.0,0.0,0.0,0.0,0.0,8.831e-05,0.0255,0.1892
4830,Mucor,9,2.0595,0.0093,0.0676,0.0235,0.1811,-8.9475,0.3731,0.0,0.0,0.0,1.64,4,0,0.0,0.0,0.0,0.0,115,1.0,1.0,1.0,1.28,1.406,1.4100000000000001,0.0,0.0,0.0,0.0,0.0,3.936e-06,0.0231,0.1781
387342,Halopiger,9,2.0595,0.0212,0.1827,0.0365,0.2899,-8.9148,0.607,0.0,0.0,0.0,4.56,213,0,0.0,0.0,0.0,0.0,1577,1.0,1.0,1.04,1.41,2.154,2.31,0.0,0.0,0.0,0.0,0.0,0.0004044,0.0355,0.2804
1980928,Sepunavirus,9,2.0595,0.0105,0.0789,0.0343,0.2484,-8.8781,0.8455,0.0,0.0,0.0,2.0,10,0,0.0,0.0,0.0,0.0,169,1.0,1.0,1.0,1.125,6.234,9.27,0.0,0.0,0.0,0.0,0.0,0.003516,0.0343,0.2484
2268,Thermofilum,9,2.0595,0.0115,0.0923,0.0122,0.0896,-8.9362,0.4423,0.0,0.0,0.0,1.64,22,0,0.0,0.0,0.0,0.0,8,1.0,1.67,2.67,5.75,15.6,22.0,0.0,0.0,0.0,0.0,0.0,3.63e-06,0.0089,0.068
864,Pectinatus,9,2.0595,0.0066,0.0463,0.0124,0.093,-8.9382,0.4293,0.0,0.0,0.0,1.0,2,0,0.0,0.0,0.0,0.0,10,1.0,1.0,1.0,1.0,17.58,27.3,0.0,0.0,0.0,0.0,0.0,3.591e-06,0.0113,0.0884
702,Plesiomonas,9,2.0595,0.0106,0.0913,0.0201,0.1815,-8.9395,0.4376,0.0,0.0,0.0,1.0,25,0,0.0,0.0,0.0,0.0,689,1.0,1.0,1.0,1.15,1.688,2.0,0.0,0.0,0.0,0.0,0.0,8.653e-05,0.0198,0.1791
1927833,Candidatus Fukatsuia,9,2.0595,0.0089,0.0806,0.0159,0.1246,-8.9339,0.4619,0.0,0.0,0.0,1.0,28,0,0.0,0.0,0.0,0.0,31,1.0,1.0,1.0,1.19,17.08,27.3,0.0,0.0,0.0,0.0,0.0,1.154e-05,0.0143,0.1161
1193515,Snodgrassella,9,2.0595,0.0153,0.1293,0.0247,0.177,-8.9224,0.5382,0.0,0.0,0.0,2.64,114,0,0.0,0.0,0.0,0.0,33,1.0,1.15,1.57,3.83,32.4,41.4,0.0,0.0,0.0,0.0,0.0,1.344e-05,0.0202,0.1464
82986,Tatumella,9,2.0595,0.0172,0.1442,0.0322,0.2622,-8.9246,0.5418,0.0,0.0,0.0,3.56,106,0,0.0,0.0,0.0,0.0,5953,1.0,1.0,1.16,3.354,12.632,14.0,0.0,0.0,0.0,0.0,0.0,0.0009181,0.0291,0.2454
373984,Rivularia,9,2.0595,0.0121,0.0926,0.0186,0.1418,-8.9408,0.4147,0.0,0.0,0.0,2.0,14,0,0.0,0.0,0.0,0.0,35,1.0,1.0,1.1,1.55,17.428,28.0,0.0,0.0,0.0,0.0,0.0,4.085e-06,0.0166,0.128
861914,Fibrella,9,2.0595,0.0171,0.1484,0.0313,0.2269,-8.924,0.5299,0.0,0.0,0.0,3.64,214,0,0.0,0.0,0.0,0.0,288,1.0,1.0,1.5,1.92,53.0,87.0,0.0,0.0,0.0,0.0,0.0,4.528e-05,0.0281,0.2076
2685905,Salicibibacter,9,2.0595,0.0132,0.1306,0.0184,0.1559,-8.9353,0.4541,0.0,0.0,0.0,1.0,254,0,0.0,0.0,0.0,0.0,316,1.0,1.0,1.0,2.0,16.084,17.473661417322838,0.0,0.0,0.0,0.0,0.0,2.496e-05,0.0163,0.1346
338321,Turneriella,9,2.0595,0.0104,0.0758,0.0269,0.1908,-8.925,0.5198,0.0,0.0,0.0,2.0,4,0,0.0,0.0,0.0,0.0,64,1.0,1.27,1.68,3.4,5.414,5.81,0.0,0.0,0.0,0.0,0.0,1.488e-05,0.0238,0.173
156973,Dysgonomonas,9,2.0595,0.0138,0.1123,0.023,0.1733,-8.9326,0.4703,0.0,0.0,0.0,2.0,39,0,0.0,0.0,0.0,0.0,56,1.0,1.0,1.07,2.46,12.801,17.334871794871795,0.0,0.0,0.0,0.0,0.0,8.709e-06,0.0207,0.1581
2815786,Sodaliphilus,9,2.0595,0.0083,0.0621,0.0149,0.1236,-8.9372,0.442,0.0,0.0,0.0,1.0,6,0,0.0,0.0,0.0,0.0,54,1.0,1.0,1.0,1.0,2.346,3.1300000000000003,0.0,0.0,0.0,0.0,0.0,1.687e-05,0.0142,0.1157
214904,Tepidibacter,9,2.0595,0.0111,0.0859,0.015,0.1079,-8.938,0.4298,0.0,0.0,0.0,1.0,9,0,0.0,0.0,0.0,0.0,17,1.0,1.0,1.0,5.0,7.54,9.0,0.0,0.0,0.0,0.0,0.0,5.126e-06,0.0127,0.0919
244127,Anaerotruncus,9,2.0595,0.0138,0.1155,0.0251,0.1825,-8.9264,0.5116,0.0,0.0,0.0,1.64,52,0,0.0,0.0,0.0,0.0,83,1.0,1.0,1.11,3.58,11.632,16.6,0.0,0.0,0.0,0.0,0.0,2.064e-05,0.0223,0.1624
830,Butyrivibrio,9,2.0595,0.0108,0.0831,0.0219,0.1737,-8.9296,0.4963,0.0,0.0,0.0,1.0,7,0,0.0,0.0,0.0,0.0,82,1.0,1.0,1.0,1.28,10.48,16.133333333333333,0.0,0.0,0.0,0.0,0.0,3.511e-05,0.0213,0.1709
2019482,Brevefilum,9,2.0595,0.0128,0.1163,0.0201,0.1492,-8.928,0.5007,0.0,0.0,0.0,1.0,83,0,0.0,0.0,0.0,0.0,40,1.0,1.0,1.0,1.88,28.948,46.1,0.0,0.0,0.0,0.0,0.0,1.561e-05,0.0175,0.133
41707,Lawsonia,9,2.0595,0.0117,0.0887,0.0205,0.1488,-8.9059,0.6735,0.0,0.0,0.0,2.0,9,0,0.0,0.0,0.0,0.0,26,1.0,1.4,2.12,2.7,3.7,3.78,0.0,0.0,0.0,0.0,0.0,0.004566,0.0177,0.1284
2607661,Methanofervidicoccus,9,2.0595,0.0086,0.0677,0.0142,0.1022,-8.9298,0.4863,0.0,0.0,0.0,1.0,8,0,0.0,0.0,0.0,0.0,9,1.0,1.0,1.0,1.0,1.568,1.78,0.0,0.0,0.0,0.0,0.0,6.143e-06,0.0139,0.0989
377315,Mariprofundus,9,2.0595,0.0117,0.1135,0.0153,0.1151,-8.933,0.4661,0.0,0.0,0.0,1.0,107,0,0.0,0.0,0.0,0.0,20,1.0,1.0,1.56,3.14,11.216,14.6,0.0,0.0,0.0,0.0,0.0,8.023e-06,0.0122,0.0892
10242,Orthopoxvirus,9,2.0595,0.0118,0.0978,0.0149,0.1149,-8.9036,0.6697,0.0,0.0,0.0,1.0,20,0,0.0,0.0,0.0,0.0,41,1.0,1.0,1.0,1.448,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0005374,0.0149,0.1149
1198,Phormidium,9,2.0595,0.0154,0.1366,0.0168,0.1253,-8.9374,0.4363,0.0,0.0,0.0,1.64,81,0,0.0,0.0,0.0,0.0,18,1.0,1.0,1.0,14.5,28.96,37.6,0.0,0.0,0.0,0.0,0.0,3.85e-06,0.013,0.0978
2256,Natronobacterium,9,2.0595,0.0208,0.1762,0.0301,0.2376,-8.9205,0.5631,0.0,0.0,0.0,4.84,126,0,0.0,0.0,0.0,0.0,557,1.0,1.0,1.25,2.11,7.144,10.2,0.0,0.0,0.0,0.0,0.0,0.0001602,0.0279,0.2217
2898489,Paralysiella,9,2.0595,0.014,0.1426,0.0242,0.2174,-8.9242,0.5434,0.0,0.0,0.0,2.0,526,0,0.0,0.0,0.0,0.0,6351,1.0,1.0,1.14,2.0,2.24,2.4,0.0,0.0,0.0,0.0,0.0,0.002455,0.023,0.2117
1443590,Ferriphaselus,9,2.0595,0.0129,0.1101,0.0217,0.1636,-8.9265,0.5125,0.0,0.0,0.0,1.64,40,0,0.0,0.0,0.0,0.0,93,1.0,1.0,1.0,2.14,62.64,100.0,0.0,0.0,0.0,0.0,0.0,3.546e-05,0.0194,0.1519
69474,Orientia,9,2.0595,0.0081,0.0601,0.0173,0.1226,-8.9348,0.4513,0.0,0.0,0.0,1.0,5,0,0.0,0.0,0.0,0.0,19,1.0,1.0,2.0,3.0,7.38,7.8,0.0,0.0,0.0,0.0,0.0,4.779e-06,0.0148,0.1088
2716172,Candidatus Bandiella,9,2.0595,0.0155,0.1485,0.0226,0.1687,-8.9205,0.5533,0.0,0.0,0.0,1.0,194,0,0.0,0.0,0.0,0.0,86,1.0,1.0,1.05,2.62,30.22,42.9,0.0,0.0,0.0,0.0,0.0,5.724e-05,0.0191,0.147
2330,Halanaerobium,9,2.0595,0.0124,0.1009,0.021,0.1575,-8.9274,0.506,0.0,0.0,0.0,1.64,30,0,0.0,0.0,0.0,0.0,79,1.0,1.0,1.0,1.4,8.406,9.676666666666668,0.0,0.0,0.0,0.0,0.0,2.496e-05,0.019,0.1406
158846,Megamonas,9,2.0595,0.0125,0.1156,0.0213,0.1906,-8.9311,0.4934,0.0,0.0,0.0,1.0,89,0,0.0,0.0,0.0,0.0,340,1.0,1.0,1.0,1.127,8.287,12.7,0.0,0.0,0.0,0.0,0.0,8.375e-05,0.0199,0.1744
63132,Geitlerinema,9,2.0595,0.0154,0.1339,0.0177,0.139,-8.9368,0.4442,0.0,0.0,0.0,1.64,117,0,0.0,0.0,0.0,0.0,49,1.0,1.0,1.78,12.0,17.26,20.1,0.0,0.0,0.0,0.0,0.0,1.061e-05,0.0139,0.1108
380738,Candidatus Kuenenia,9,2.0595,0.013,0.104,0.0192,0.1382,-8.9341,0.4574,0.0,0.0,0.0,2.64,33,0,0.0,0.0,0.0,0.0,23,1.0,1.25,2.0,3.75,10.436,14.8,0.0,0.0,0.0,0.0,0.0,5.022e-06,0.0158,0.1125
40411,Chrysosporium,9,2.0595,0.012,0.1001,0.0221,0.1775,-8.9466,0.3843,0.0,0.0,0.0,1.0,23,0,0.0,0.0,0.0,0.0,167,1.0,1.0,1.0,1.73,3.728,4.88,0.0,0.0,0.0,0.0,0.0,7.215e-06,0.0207,0.1673
38946,Paracoccidioides,9,2.0595,0.0106,0.0958,0.013,0.1014,-8.9551,0.3162,0.0,0.0,0.0,1.0,50,0,0.0,0.0,0.0,0.0,21,1.0,1.0,1.0,2.0,13.206,16.676,0.0,0.0,0.0,0.0,0.0,8.392e-07,0.0108,0.0805
2732368,Salinibaculum,9,2.0595,0.0285,0.2323,0.0428,0.3297,-8.9067,0.6612,0.0,0.0,0.0,9.28,646,0,0.0,0.0,0.0,0.0,3917,1.0,1.0,1.32,1.93,8.724,13.1,0.0,0.0,0.0,0.0,0.0,0.001158,0.0408,0.3186
203193,Halobiforma,9,2.0595,0.0224,0.1905,0.0351,0.2734,-8.916,0.5944,0.0,0.0,0.0,5.92,269,0,0.0,0.0,0.0,0.0,1134,1.0,1.0,1.5,1.99,7.4,10.7,0.0,0.0,0.0,0.0,0.0,0.0002883,0.0329,0.2592
2129,Ureaplasma,9,2.0595,0.0089,0.0653,0.0175,0.1342,-8.9226,0.5379,0.0,0.0,0.0,1.0,4,0,0.0,0.0,0.0,0.0,54,1.0,1.0,1.0,1.25,2.6,3.0,0.0,0.0,0.0,0.0,0.0,6.181e-05,0.0168,0.1315
393764,Candidatus Endoriftia,8,1.8307,0.0101,0.0889,0.0161,0.1253,-8.9406,0.4387,0.0,0.0,0.0,1.0,16,0,0.0,0.0,0.0,0.0,23,1.0,1.45,1.8,3.825,40.555,59.0,0.0,0.0,0.0,0.0,0.0,6.539e-06,0.0133,0.1086
697025,Hoyosella,8,1.8307,0.0107,0.0972,0.0177,0.1412,-8.9412,0.4354,0.0,0.0,0.0,1.0,40,0,0.0,0.0,0.0,0.0,36,1.0,1.0,1.0,1.57,6.736,8.92,0.0,0.0,0.0,0.0,0.0,7.527e-06,0.0161,0.1257
1434032,Pontimonas,8,1.8307,0.0092,0.0814,0.0166,0.1313,-8.9346,0.4832,0.0,0.0,0.0,1.0,20,0,0.0,0.0,0.0,0.0,20,1.0,1.248,2.15,2.588,8.785,11.9,0.0,0.0,0.0,0.0,0.0,1.147e-05,0.0142,0.1153
1868332,Neomicrococcus,8,1.8307,0.0106,0.0887,0.0288,0.2134,-8.9241,0.5572,0.0,0.0,0.0,1.64,17,0,0.0,0.0,0.0,0.0,114,1.0,1.0,1.85,3.002,12.25,17.0,0.0,0.0,0.0,0.0,0.0,4.401e-05,0.0258,0.1936
1274351,Kroppenstedtia,8,1.8307,0.0081,0.0685,0.0215,0.1619,-8.9345,0.4819,0.0,0.0,0.0,1.0,11,0,0.0,0.0,0.0,0.0,45,1.0,1.0,1.527,2.33,4.403,4.89,0.0,0.0,0.0,0.0,0.0,1.294e-05,0.0196,0.1475
2304691,Thermoclostridium,8,1.8307,0.0088,0.0735,0.0147,0.117,-8.9424,0.4259,0.0,0.0,0.0,1.0,10,0,0.0,0.0,0.0,0.0,22,1.0,1.0,2.475,3.58,7.367,9.18,0.0,0.0,0.0,0.0,0.0,6.261e-06,0.0121,0.0948
